threshold,precision,recall,f1,fpr,mcc,tp,fp,tn,fn,roc_auc,pr_auc,n_windows
0.6751493215560913,0.9698996655518395,0.4692556634304207,0.6324972737186477,0.006293706293706294,0.6018344760960219,290,9,1421,328,0.5015377826057438,0.6139700952679745,2048
